22260,"SELECT g.objID, g.type, g.ra, g.dec, g.dered_u, g.dered_g, g.dered_r, g.dered_i, g.dered_z, g.modelMagErr_u, g.modelMagErr_g, g.modelMagErr_r, g.modelMagErr_i, g.modelMagErr_z, s.snMedian, s.zWarning, s.zWarning_noqso, s.z_noqso, s.zErr_noqso, s.z as zs, s.zErr as zs_Err, p.z as zp, p.zErr as zp_Err, p.photoErrorClass, dbo.fPhotoFlagsN (g.flags) as flags, g.insideMask as inmask FROM PhotoPrimary g JOIN Photoz p ON p.objID = g.objID JOIN dbo.fGetNearbyObjEq (#, #, #) n ON n.objID = g.objID LEFT JOIN SpecObj s ON s.fluxObjID = g.objID WHERE g.dered_i< # and (g.flags & dbo.fPhotoFlags (#) ) = # and (g.flags & dbo.fPhotoFlags (#) ) = # and (g.flags & dbo.fPhotoFlags (#) ) = # and (g.insideMask & #) = # and (g.insideMask & #) = # and (g.insideMask & #) = # and (g.insideMask & #) = #"
2019-04-13 20:21:00,3
2019-04-13 20:22:00,2
2019-04-13 20:23:00,5
2019-04-13 20:24:00,11
2019-04-13 20:25:00,7
2019-04-13 20:26:00,2
2019-04-13 20:28:00,2
2019-04-13 20:29:00,3
2019-04-13 20:31:00,12
2019-04-13 20:32:00,3
2019-04-13 20:33:00,2
2019-04-13 20:34:00,1
2019-04-13 20:35:00,1
2019-04-13 20:36:00,2
2019-04-13 20:37:00,4
2019-04-13 20:39:00,2
2019-04-13 20:40:00,2
2019-04-13 20:41:00,3
2019-04-13 20:42:00,4
2019-04-13 20:43:00,2
2019-04-13 20:45:00,3
2019-04-13 20:46:00,4
2019-04-13 20:47:00,8
2019-04-13 20:48:00,1
2019-04-13 20:49:00,1
2019-04-13 20:50:00,3
2019-04-13 20:52:00,3
2019-04-13 20:53:00,11
2019-04-13 20:54:00,2
2019-04-13 20:55:00,2
2019-04-13 20:56:00,1
2019-04-13 20:57:00,1
2019-04-13 20:59:00,2
2019-04-13 21:00:00,1
2019-04-13 21:02:00,1
2019-04-13 21:03:00,1
2019-04-13 21:06:00,2
2019-04-13 21:08:00,1
2019-04-13 21:09:00,1
2019-04-13 21:10:00,1
2019-04-13 21:11:00,2
2019-04-13 21:12:00,1
2019-04-13 21:13:00,2
2019-04-13 21:14:00,2
2019-04-13 21:15:00,1
2019-04-13 21:16:00,1
2019-04-13 21:17:00,1
2019-04-13 21:18:00,2
2019-04-13 21:20:00,2
2019-04-13 21:21:00,1
2019-04-13 21:22:00,1
2019-04-13 21:23:00,1
2019-04-13 21:24:00,3
2019-04-13 21:26:00,1
2019-04-13 21:27:00,2
2019-04-13 21:28:00,1
2019-04-13 21:30:00,2
2019-04-13 21:31:00,2
2019-04-13 21:33:00,1
2019-04-13 21:34:00,9
2019-04-13 21:35:00,11
2019-04-13 21:36:00,10
2019-04-13 21:37:00,12
2019-04-13 21:38:00,5
2019-04-13 21:40:00,1
2019-04-13 21:41:00,3
2019-04-13 21:42:00,1
2019-04-13 21:43:00,1
2019-04-13 21:44:00,2
2019-04-13 21:46:00,3
2019-04-13 21:47:00,1
2019-04-13 21:48:00,2
2019-04-13 21:49:00,2
2019-04-13 21:51:00,3
2019-04-13 21:52:00,2
2019-04-13 21:54:00,2
2019-04-13 21:55:00,2
2019-04-13 21:56:00,1
2019-04-13 21:57:00,2
2019-04-13 21:58:00,1
2019-04-13 21:59:00,1
2019-04-13 22:00:00,3
2019-04-13 22:01:00,1
2019-04-13 22:02:00,1
2019-04-13 22:03:00,1
2019-04-13 22:06:00,2
2019-04-13 22:08:00,6
2019-04-13 22:09:00,2
2019-04-13 22:10:00,1
2019-04-13 22:11:00,5
2019-04-13 22:12:00,11
2019-04-13 22:14:00,1
2019-04-13 22:15:00,1
2019-04-13 22:16:00,1
2019-04-13 22:18:00,2
2019-04-13 22:19:00,1
2019-04-13 22:20:00,1
2019-04-13 22:21:00,1
2019-04-13 22:23:00,1
2019-04-13 22:26:00,1
2019-04-13 22:28:00,1
2019-06-21 17:36:00,1
